"","Date","Per_Capita_Credit_NFC","Per_Capita_Credit_Producers","Credit_Ratio","Per_Capita_Baddebts_NFC","Per_Capita_Baddebts_Producers","Baddebt_Ratio"
"50",2008-06-30,1344.07146936822,185.75149148998,7.23585828887261,1078.12435069034,241.945552269601,4.45606187250335
"51",2008-09-30,1373.42674868925,188.08266886166,7.30225042531401,1194.81199139697,221.338358245329,5.3981243959199
"52",2008-12-31,1387.80330828686,189.293122280988,7.33150413265831,1509.54738915974,264.395725760184,5.70942432907917
"53",2009-03-31,1406.1992373074,191.310076820862,7.35036680072072,1369.58522024706,256.009416666667,5.34974548233244
"54",2009-06-30,1057.67128775745,132.737596609133,7.96813649468081,1074.89506377642,165.044319505737,6.51276618907845
"55",2009-09-30,1055.95250815353,133.010273080841,7.93887933386725,1224.20528294949,170.29586388269,7.18869651345607
"56",2009-12-31,1042.70693690048,133.465112220591,7.8125805279892,1050.12847945638,166.839670916335,6.29423729793254
"57",2010-03-31,1039.88101799367,134.405959059727,7.73686691623229,951.102883975946,167.953008125363,5.6629106831241
"58",2010-06-30,1033.34286430763,133.774807509293,7.72449524351466,916.19449254465,162.767551528266,5.62885221250959
"59",2010-09-30,1044.59596900687,134.85184129204,7.74624920949097,1101.77332648871,165.853003816794,6.64307128079367
"60",2010-12-31,1046.43686646604,136.582029377087,7.66159992817908,1033.93958580986,171.845847407005,6.01666901709326
"61",2011-03-31,1055.04126983028,137.924464058638,7.64941359048333,1050.15440382018,167.174273045137,6.2817943496404
"62",2011-06-30,1065.67053905507,138.457636887067,7.69672632737684,944.088278542076,165.907064564565,5.69046460450558
"63",2011-09-30,1080.93375549106,139.532144657953,7.74684398452299,1064.21931989518,188.365582213692,5.6497546281458
"64",2011-12-31,1089.09324367319,140.318650369944,7.76157154306891,1114.57566879738,172.123118684844,6.47545592546557
"65",2012-03-31,1086.02084669819,139.115770390045,7.80659765354613,1078.66244289646,170.551215733737,6.3245661325596
"66",2012-06-30,1077.9511435367,139.960408124267,7.70182909569407,1157.93875084828,164.9438450907,7.02019981534654
"67",2012-09-30,1086.46872040669,140.353561615338,7.74094157570677,1188.97320942852,171.180961295872,6.94570938513124
"68",2012-12-31,1076.75388764039,140.241038096455,7.67788018582565,1330.58272201787,180.148469422287,7.38603401008555
"69",2013-03-31,1070.18297858159,140.494780661109,7.61724366944993,1392.31634517844,173.603943135662,8.02007327731269
"70",2013-06-30,1060.42531022751,139.84338370574,7.58294945479058,1432.74659756772,201.173937967322,7.12192947080674
