ENTE_SEGN,VOCESOTVOC,CLASSE_UTI,SETCON,DATA_OSSER,VALORE,STATUS,UNIT OF MEASUREMENT,SCALE
3691030,351122133,1006,1,31/12/2003,55331620.52,,EUROS,THOUSANDS
3691030,351122133,1006,1,30/9/2003,56918106.44,,EUROS,THOUSANDS
3691030,351122133,1006,1,30/6/2003,57633773.63,,EUROS,THOUSANDS
3691030,351122133,1006,1,31/3/2003,59086933.06,,EUROS,THOUSANDS
3691030,351122133,1006,1,31/12/2002,55273093.02,,EUROS,THOUSANDS
3691030,351122133,1006,1,30/9/2002,57036022.15,,EUROS,THOUSANDS
3691030,351122133,1006,1,30/6/2002,57469560.9,,EUROS,THOUSANDS
3691030,351122133,1006,1,31/3/2002,58911083.05,,EUROS,THOUSANDS
3691030,351122133,1006,1,31/12/2001,53769505.77,,EUROS,THOUSANDS
3691030,351122133,1006,1,30/9/2001,55703387.37,,EUROS,THOUSANDS
3691030,351122133,1006,1,30/6/2001,56188006.34,,EUROS,THOUSANDS
3691030,351122133,1006,1,31/3/2001,58018109.56,,EUROS,THOUSANDS
3691030,351122133,1006,1,31/12/2000,54434384.7,,EUROS,THOUSANDS
3691030,351122133,1006,1,30/9/2000,55271887.92,,EUROS,THOUSANDS
3691030,351122133,1006,1,30/6/2000,56768826.45,,EUROS,THOUSANDS
3691030,351122133,1006,1,31/3/2000,60998511.41,,EUROS,THOUSANDS
3691030,351122133,1006,1,31/12/1999,56802370.26,,EUROS,THOUSANDS
3691030,351122133,1006,1,30/9/1999,59364447.43,,EUROS,THOUSANDS
3691030,351122133,1006,1,30/6/1999,59832019.82,,EUROS,THOUSANDS
3691030,351122133,1006,1,31/3/1999,60980417.57,,EUROS,THOUSANDS
3691030,351122133,1006,1,31/12/1998,58915047.42,,EUROS,THOUSANDS
3691030,351122133,1006,1,30/9/1998,59841580.36,,EUROS,THOUSANDS
3691030,351122133,1006,1,30/6/1998,59664232.22,,EUROS,THOUSANDS
3691030,351122133,1006,1,31/3/1998,62064313.83,,EUROS,THOUSANDS
3691030,351122133,1006,1,31/12/1997,59269993.34,,EUROS,THOUSANDS
3691030,351122133,1006,1,30/9/1997,57656025.78,,EUROS,THOUSANDS
3691030,351122133,1006,1,30/6/1997,55738026.25,,EUROS,THOUSANDS
3691030,351122133,1006,1,31/3/1997,56084925.16,,EUROS,THOUSANDS
3691030,351122133,1006,1,31/12/1996,54145892.91,,EUROS,THOUSANDS
3691030,351122133,1006,1,30/9/1996,54539179.97,,EUROS,THOUSANDS
3691030,351122133,1006,1,30/6/1996,54231595.29,,EUROS,THOUSANDS
3691030,351122133,1006,1,31/3/1996,54406044.08,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/6/2013,289681561.2,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/3/2013,287837750.5,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/12/2012,279673911.9,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/9/2012,265466786,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/6/2012,255774804.2,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/3/2012,249831394.6,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/12/2011,246595880.4,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/9/2011,228622397.3,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/6/2011,214217710.4,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/3/2011,219004449.4,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/12/2010,198111861.9,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/9/2010,194757716.6,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/6/2010,193372412,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/3/2010,194769396.4,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/12/2009,173850386.3,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/9/2009,177662764.7,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/6/2009,175068427,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/3/2009,178051610.5,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/12/2008,174490493.3,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/9/2008,168650627.3,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/6/2008,166267156,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/3/2008,165969883.2,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/12/2007,156212100.7,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/9/2007,164253591.5,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/6/2007,155052233,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/3/2007,145869984.8,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/12/2006,139681449,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/9/2006,139835630.6,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/6/2006,132891592,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/3/2006,139674320.5,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/12/2005,128843204.1,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/9/2005,130922756.6,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/6/2005,125615751.2,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/3/2005,124969640.4,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/12/2004,118687195.9,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/9/2004,122134477.7,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/6/2004,118944171.8,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/3/2004,132453993.2,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/12/2003,124554329,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/9/2003,129404447,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/6/2003,128117452.4,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/3/2003,126011531.5,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/12/2002,116087787.5,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/9/2002,129171053.3,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/6/2002,126904607.9,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/3/2002,124552508,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/12/2001,120599442.3,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/9/2001,119566761.5,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/6/2001,114401287.6,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/3/2001,115049112.8,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/12/2000,101632360.6,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/9/2000,106817618.3,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/6/2000,99855219.36,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/3/2000,98403355.18,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/12/1999,85543403.03,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/9/1999,89189451.17,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/6/1999,76493373.89,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/3/1999,80522414.04,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/12/1998,71080327.44,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/9/1998,72238884.35,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/6/1998,68166962.01,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/3/1998,72087356.91,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/12/1997,66092503.39,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/9/1997,66160541.98,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/6/1997,63342904.43,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/3/1997,61801933.93,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/12/1996,58046117.8,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/9/1996,57086674.66,,EUROS,THOUSANDS
3691030,351122133,1006,26,30/6/1996,55735637.35,,EUROS,THOUSANDS
3691030,351122133,1006,26,31/3/1996,61902739.52,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/6/2013,1167261518,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/3/2013,1188036485,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/12/2012,1190799482,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/9/2012,1193721659,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/6/2012,1188341869,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/3/2012,1199156478,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/12/2011,1213087476,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/9/2011,1194966488,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/6/2011,1169360128,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/3/2011,1160632978,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/12/2010,1137286238,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/9/2010,1129711794,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/6/2010,1122689942,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/3/2010,1130360257,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/12/2009,1113600114,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/9/2009,1132819901,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/6/2009,1135263372,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/3/2009,1138718932,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/12/2008,1125051652,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/9/2008,1112071502,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/6/2008,1090479100,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/3/2008,1064906422,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/12/2007,1010576140,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/9/2007,1004124188,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/6/2007,961151316.3,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/3/2007,936065000.9,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/12/2006,898198399.7,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/9/2006,888167606.3,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/6/2006,862122231.7,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/3/2006,854380822.9,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/12/2005,819232616.1,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/9/2005,822868766.2,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/6/2005,803069135.6,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/3/2005,793003551.1,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/12/2004,764618542.9,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/9/2004,768986014.2,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/6/2004,755135190.7,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/3/2004,774570484,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/12/2003,749702594,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/9/2003,753194075.8,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/6/2003,740704707.6,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/3/2003,731087606.1,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/12/2002,698801063.5,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/9/2002,712195599.6,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/6/2002,700541079.6,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/3/2002,703365360.6,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/12/2001,672857158.6,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/9/2001,666614644.4,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/6/2001,646985136.7,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/3/2001,633228455.3,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/12/2000,588486531,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/9/2000,577425412.2,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/6/2000,550286078.9,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/3/2000,543969657.1,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/12/1999,505833714,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/9/1999,513264520.7,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/6/1999,486753044.1,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/3/1999,490277574.9,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/12/1998,461188073.9,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/9/1998,466239852.6,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/6/1998,454173684.7,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/3/1998,455504842.7,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/12/1997,408823323.1,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/9/1997,411165981.5,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/6/1997,400097094.8,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/3/1997,399525293.6,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/12/1996,389511783.8,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/9/1996,395555873.5,,EUROS,THOUSANDS
3691030,351122133,1006,4015,30/6/1996,392424940.6,,EUROS,THOUSANDS
3691030,351122133,1006,4015,31/3/1996,405004969.7,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/6/2013,764260544.5,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/3/2013,784211857.6,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/12/2012,795053944.1,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/9/2012,813348163.5,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/6/2012,818168640,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/3/2012,833384163.7,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/12/2011,846965316.8,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/9/2011,845935663,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/6/2011,836786155.2,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/3/2011,825857579.7,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/12/2010,820762601.6,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/9/2010,819894891.7,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/6/2010,813541344.1,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/3/2010,821690433.1,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/12/2009,825551985.8,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/9/2009,840770708.2,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/6/2009,847503408.9,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/3/2009,850748413.5,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/12/2008,838281243.4,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/9/2008,828699083,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/6/2008,804753158.6,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/3/2008,788979333.6,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/12/2007,747503689.9,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/9/2007,735026369.3,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/6/2007,707757669.9,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/3/2007,692059344,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/12/2006,659815224.5,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/9/2006,652189814,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/6/2006,628315703.1,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/3/2006,618313676.5,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/12/2005,597981736.8,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/9/2005,601485245.7,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/6/2005,586855669,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/3/2005,577225830.1,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/12/2004,559028629.7,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/9/2004,560546648.3,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/6/2004,549884050.1,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/3/2004,556262222.2,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/12/2003,542159622.4,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/9/2003,539608638.2,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/6/2003,528562498.7,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/3/2003,519880877.8,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/12/2002,502226859.4,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/9/2002,501890209,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/6/2002,492542775.9,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/3/2002,495654015.8,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/12/2001,472905433.6,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/9/2001,467846577.1,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/6/2001,454016002.1,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/3/2001,438418111.4,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/12/2000,411547659.5,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/9/2000,395645747.1,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/6/2000,374398463.4,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/3/2000,365818856.4,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/12/1999,347196079.7,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/9/1999,349203664.8,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/6/1999,335629227.8,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/3/1999,334639723.1,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/12/1998,318077801,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/9/1998,320446577.3,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/6/1998,313120436.2,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/3/1998,307864812.8,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/12/1997,272096615.4,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/9/1997,275529153.2,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/6/1997,269339622.2,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/3/1997,270439623,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/12/1996,266616545.2,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/9/1996,273060951.5,,EUROS,THOUSANDS
3691030,351122133,1006,7006,30/6/1996,271022637.4,,EUROS,THOUSANDS
3691030,351122133,1006,7006,31/3/1996,276114266.2,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/6/2013,7949268.867,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/3/2013,7820201.431,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/12/2012,7857802.638,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/9/2012,7867305.02,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/6/2012,7785118.027,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/3/2012,7640986.501,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/12/2011,8070227.272,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/9/2011,8007376.295,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/6/2011,7989127.189,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/3/2011,7606355.27,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/12/2010,7648246.017,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/9/2010,7510163.6,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/6/2010,7297086.977,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/3/2010,6833949.941,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/12/2009,6702164.269,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/9/2009,6896825.123,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/6/2009,6564416.399,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/3/2009,6406824.235,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/12/2008,6783698.918,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/9/2008,6757291.342,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/6/2008,6777968.374,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/3/2008,6080547.19,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/12/2007,6035589.865,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/9/2007,5884480.055,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/6/2007,5951043.493,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/3/2007,5873578.687,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/12/2006,5641221.096,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/9/2006,5810848.799,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/6/2006,5851412.229,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/3/2006,5672628.579,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/12/2005,5460925.01,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/9/2005,5292778.793,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/6/2005,5325144.017,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/3/2005,4888619.906,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/12/2004,4755549.077,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/9/2004,4575420.523,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/6/2004,4713527.821,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/3/2004,4376957.929,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/12/2003,4221067.524,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/9/2003,4142377.63,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/6/2003,4041384.028,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/3/2003,3880073.166,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/12/2002,3740081.381,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/9/2002,3686602.702,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/6/2002,3618895.49,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/3/2002,3382379.547,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/12/2001,3367753.552,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/9/2001,3298383.95,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/6/2001,3131675.544,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/3/2001,3023281.687,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/12/2000,2862523.051,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/9/2000,2934627.235,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/6/2000,2961374.909,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/3/2000,2775053.98,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/12/1999,2765599.23,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/9/1999,2725803.632,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/6/1999,2674592.102,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/3/1999,2556577.837,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/12/1998,2398328.687,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/9/1998,2463149.253,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/6/1998,2334940.392,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/3/1998,2146884.315,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/12/1997,2014634.785,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/9/1997,2088032.741,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/6/1997,1923014.886,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/3/1997,1861282.277,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/12/1996,1784493.889,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/9/1996,1814209.267,,EUROS,THOUSANDS
3691030,351122133,1006,7009,30/6/1996,1751943.672,,EUROS,THOUSANDS
3691030,351122133,1006,7009,31/3/1996,1703811.986,,EUROS,THOUSANDS
3691030,351122133,1006,7010,30/6/2013,24068876.43,,EUROS,THOUSANDS
3691030,351122133,1006,7010,31/3/2013,24689112.64,,EUROS,THOUSANDS
3691030,351122133,1006,7010,31/12/2012,24836165.87,,EUROS,THOUSANDS
3691030,351122133,1006,7010,30/9/2012,25220679.01,,EUROS,THOUSANDS
3691030,351122133,1006,7010,30/6/2012,25437865.85,,EUROS,THOUSANDS
3691030,351122133,1006,7010,31/3/2012,25895319.37,,EUROS,THOUSANDS
3691030,351122133,1006,7010,31/12/2011,26092459.8,,EUROS,THOUSANDS
3691030,351122133,1006,7010,30/9/2011,26076498.24,,EUROS,THOUSANDS
3691030,351122133,1006,7010,30/6/2011,25694841.86,,EUROS,THOUSANDS
3691030,351122133,1006,7010,31/3/2011,25479358.78,,EUROS,THOUSANDS
3691030,351122133,1006,7010,31/12/2010,24507005.89,,EUROS,THOUSANDS
3691030,351122133,1006,7010,30/9/2010,23775974.58,,EUROS,THOUSANDS
3691030,351122133,1006,7010,30/6/2010,23420669.14,,EUROS,THOUSANDS
3691030,351122133,1006,7010,31/3/2010,23771594.8,,EUROS,THOUSANDS
3691030,351122133,1006,7010,31/12/2009,23454394.24,,EUROS,THOUSANDS
3691030,351122133,1006,7010,30/9/2009,23433674.34,,EUROS,THOUSANDS
3691030,351122133,1006,7010,30/6/2009,23326982.17,,EUROS,THOUSANDS
3691030,351122133,1006,7010,31/3/2009,22126251.47,,EUROS,THOUSANDS
3691030,351122133,1006,7010,31/12/2008,21831097.02,,EUROS,THOUSANDS
3691030,351122133,1006,7010,30/9/2008,21412484.69,,EUROS,THOUSANDS
3691030,351122133,1006,7010,30/6/2008,20747016.37,,EUROS,THOUSANDS
3691030,351122133,1006,7010,31/3/2008,20273854.23,,EUROS,THOUSANDS
3691030,351122133,1006,7010,31/12/2007,19055006.72,,EUROS,THOUSANDS
3691030,351122133,1006,7010,30/9/2007,18507204.46,,EUROS,THOUSANDS
3691030,351122133,1006,7010,30/6/2007,18177629.55,,EUROS,THOUSANDS
3691030,351122133,1006,7010,31/3/2007,17710484.57,,EUROS,THOUSANDS
3691030,351122133,1006,7010,31/12/2006,16621446.54,,EUROS,THOUSANDS
3691030,351122133,1006,7010,30/9/2006,16000833.57,,EUROS,THOUSANDS
3691030,351122133,1006,7010,30/6/2006,15293640.6,,EUROS,THOUSANDS
3691030,351122133,1006,7010,31/3/2006,14772285.13,,EUROS,THOUSANDS
3691030,351122133,1006,7010,31/12/2005,14071363.53,,EUROS,THOUSANDS
