ENTE_SEGN,VOCESOTVOC,CLASSE_UTI,SETCON,DATA_OSSER,VALORE,STATUS,UNIT OF MEASUREMENT,SCALE
3691030,35120363,1004,7009,30/6/2002,0.128,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7009,31/3/2002,0.35,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7009,31/12/2001,0.088,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7009,30/9/2001,0.082,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7009,30/6/2001,0.251,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7009,31/3/2001,0.141,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7009,31/12/2000,0.195,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7009,30/9/2000,0.106,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7009,30/6/2000,0.036,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7009,31/3/2000,0.165,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7009,31/12/1999,0.141,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7009,30/9/1999,0.057,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7009,30/6/1999,0.379,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7009,31/3/1999,0.235,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7009,31/12/1998,0.433,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7009,30/9/1998,0.169,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7009,30/6/1998,0.229,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7009,31/3/1998,0.133,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7009,31/12/1997,0.147,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7009,30/9/1997,0.323,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7009,30/6/1997,0.356,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7009,31/3/1997,0.034,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7009,31/12/1996,0.187,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7009,30/9/1996,0.232,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7009,30/6/1996,0.348,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7009,31/3/1996,0.592,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/6/2013,0.568,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/3/2013,0.571,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/12/2012,0.625,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/9/2012,0.545,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/6/2012,0.554,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/3/2012,0.52,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/12/2011,0.552,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/9/2011,0.469,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/6/2011,0.493,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/3/2011,0.469,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/12/2010,0.539,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/9/2010,0.51,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/6/2010,0.564,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/3/2010,0.524,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/12/2009,0.54,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/9/2009,0.467,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/6/2009,0.51,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/3/2009,0.331,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/12/2008,0.371,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/9/2008,0.272,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/6/2008,0.319,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/3/2008,0.295,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/12/2007,0.392,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/9/2007,0.306,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/6/2007,0.38,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/3/2007,0.333,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/12/2006,0.392,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/9/2006,0.336,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/6/2006,0.356,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/3/2006,0.351,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/12/2005,0.378,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/9/2005,0.317,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/6/2005,0.351,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/3/2005,0.293,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/12/2004,0.405,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/9/2004,0.343,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/6/2004,0.333,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/3/2004,0.353,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/12/2003,0.365,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/9/2003,0.326,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/6/2003,0.341,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/3/2003,0.33,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/12/2002,0.452,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/9/2002,0.34,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/6/2002,0.371,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/3/2002,0.346,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/12/2001,0.444,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/9/2001,0.31,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/6/2001,0.367,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/3/2001,0.393,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/12/2000,0.49,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/9/2000,0.304,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/6/2000,0.373,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/3/2000,0.403,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/12/1999,0.561,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/9/1999,0.401,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/6/1999,0.543,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/3/1999,0.424,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/12/1998,0.608,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/9/1998,0.449,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/6/1998,0.493,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/3/1998,0.538,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/12/1997,0.662,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/9/1997,0.563,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/6/1997,0.663,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/3/1997,0.527,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/12/1996,0.668,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/9/1996,0.535,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,30/6/1996,0.851,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7010,31/3/1996,0.772,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/6/2013,0.208,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/3/2013,0.233,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/12/2012,0.236,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/9/2012,0.253,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/6/2012,0.215,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/3/2012,0.218,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/12/2011,0.263,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/9/2011,0.25,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/6/2011,0.233,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/3/2011,0.222,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/12/2010,0.228,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/9/2010,0.263,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/6/2010,0.276,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/3/2010,0.247,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/12/2009,0.258,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/9/2009,0.208,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/6/2009,0.225,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/3/2009,0.196,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/12/2008,0.193,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/9/2008,0.136,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/6/2008,0.172,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/3/2008,0.161,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/12/2007,0.199,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/9/2007,0.154,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/6/2007,0.178,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/3/2007,0.148,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/12/2006,0.2,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/9/2006,0.173,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/6/2006,0.153,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/3/2006,0.16,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/12/2005,0.18,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/9/2005,0.123,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/6/2005,0.144,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/3/2005,0.13,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/12/2004,0.158,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/9/2004,0.143,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/6/2004,0.154,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/3/2004,0.148,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/12/2003,0.17,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/9/2003,0.149,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/6/2003,0.171,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/3/2003,0.15,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/12/2002,0.263,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/9/2002,0.176,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/6/2002,0.217,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/3/2002,0.203,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/12/2001,0.266,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/9/2001,0.185,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/6/2001,0.231,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/3/2001,0.293,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/12/2000,0.495,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/9/2000,0.215,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/6/2000,0.26,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/3/2000,0.287,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/12/1999,0.649,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/9/1999,0.309,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/6/1999,0.507,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/3/1999,0.387,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/12/1998,0.618,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/9/1998,0.457,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/6/1998,0.539,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/3/1998,0.514,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/12/1997,0.895,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/9/1997,0.513,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/6/1997,0.761,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/3/1997,0.631,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/12/1996,0.761,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/9/1996,0.599,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,30/6/1996,1.023,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1004,7015,31/3/1996,0.434,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,1,30/6/2013,0.088,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,1,31/3/2013,0.121,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,1,31/12/2012,0.107,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,1,30/9/2012,0.092,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,1,30/6/2012,0.029,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,1,31/12/2011,0.048,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,1,30/6/2010,0.084,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,1,31/3/2010,0.041,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,1,30/6/2008,0.052,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,1,31/12/2003,0.072,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,1,30/9/1999,0.069,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,1,30/6/1999,0.043,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,1,31/12/1998,0.172,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,1,31/12/1997,0.109,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,1,31/12/1996,0.072,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,1,30/9/1996,0.06,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,1,30/6/1996,0.139,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,1,31/3/1996,0.203,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/6/2013,0.671,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/3/2013,0.845,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/12/2012,0.478,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/9/2012,0.798,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/6/2012,0.67,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/3/2012,0.935,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/12/2011,0.49,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/9/2011,0.444,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/6/2011,0.295,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/3/2011,0.33,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/12/2010,0.518,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/9/2010,0.46,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/6/2010,0.45,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/3/2010,0.346,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/12/2009,0.683,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/9/2009,0.491,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/6/2009,0.399,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/3/2009,0.634,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/12/2008,0.601,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/9/2008,0.41,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/6/2008,0.304,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/3/2008,0.227,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/12/2007,0.258,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/9/2007,0.248,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/6/2007,0.342,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/3/2007,0.109,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/12/2006,0.274,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/9/2006,0.269,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/6/2006,0.289,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/3/2006,0.087,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/12/2005,0.338,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/9/2005,0.261,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/6/2005,0.177,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/3/2005,0.579,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/12/2004,0.632,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/9/2004,1.053,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/6/2004,0.744,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/3/2004,0.238,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/12/2003,0.068,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/9/2003,0.371,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/6/2003,0.306,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/3/2003,0.343,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/12/2002,0.37,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/9/2002,0.369,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/6/2002,0.956,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/3/2002,0.424,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/12/2001,0.825,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/9/2001,0.398,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/6/2001,0.415,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/3/2001,0.628,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/12/2000,0.617,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/9/2000,0.408,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/6/2000,0.748,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/3/2000,0.423,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/12/1999,0.668,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/9/1999,0.634,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/6/1999,0.561,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/3/1999,0.894,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/12/1998,1.164,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/9/1998,0.482,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/6/1998,0.928,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/3/1998,1.232,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/12/1997,0.986,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/9/1997,0.459,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/6/1997,1.11,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/3/1997,0.566,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/12/1996,0.999,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/9/1996,0.353,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,30/6/1996,0.809,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
3691030,35120363,1005,26,31/3/1996,0.849,,PURE NUMBERS,PERCENTAGE/HUNDREDTHS
